Year,County,PDI,PDIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2007,San Benito,17,Perforated Appendix (Age 1-17),,,103.4,110.8,,,,,,
2008,San Benito,17,Perforated Appendix (Age 1-17),,,120,119.1,,,,,,
2009,San Benito,17,Perforated Appendix (Age 1-17),,,194.4,198.6,,,,,,
2010,San Benito,17,Perforated Appendix (Age 1-17),,,55.6,58.1,,,,,,
2011,San Benito,17,Perforated Appendix (Age 1-17),,,150,147.9,,,,,,
2012,San Benito,17,Perforated Appendix (Age 1-17),,,212.1,227.2,,,,,,
2013,San Benito,17,Perforated Appendix (Age 1-17),,,291.7,271.6,,,,,,
2014,San Benito,17,Perforated Appendix (Age 1-17),,,74.1,71.1,,,,,,
2015,San Benito,17,Perforated Appendix (Age 1-17),,,176.5,161.3,,,,,,
2005,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,18.5,18.4,,,,,,
2006,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,12.5,12.3,,,,,,
2007,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,31.5,30.9,,,,,,
2008,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,12.7,12.5,,,,,,
2009,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,25.7,25.5,,,,,,
2010,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,44.4,44.1,,,,,,
2011,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,32,31.9,,,,,,
2012,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,25.8,25.4,,,,,,
2013,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,25.9,25.5,,,,,,
2014,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,26.4,26.2,,,,,,
2015,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,17.6,17.5,,,,,,
2016,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,26.1,30.7,1,Cell suppressed for small numbers
2017,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,13.0,15.3,1,Cell suppressed for small numbers
2018,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,32.0,37.5,1,Cell suppressed for small numbers
2019,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,19.0,22.2,1,Cell suppressed for small numbers
2020,San Benito,18,Urinary Tract Infection (Age 3 months-17 years),,,,,,,18.6,21.7,1,Cell suppressed for small numbers
2005,San Benito,90,PDI Overall Composite (Age 6-17),,,89.2,88.2,,,,,,
2006,San Benito,90,PDI Overall Composite (Age 6-17),13,"10,979",118.4,117.6,,,,,,
2007,San Benito,90,PDI Overall Composite (Age 6-17),12,"10,949",109.6,108.9,,,,,,
2008,San Benito,90,PDI Overall Composite (Age 6-17),,,91.1,90.6,,,,,,
2009,San Benito,90,PDI Overall Composite (Age 6-17),,,92.1,91.5,,,,,,
2010,San Benito,90,PDI Overall Composite (Age 6-17),17,"10,963",155.1,153.5,,,,,,
2011,San Benito,90,PDI Overall Composite (Age 6-17),13,"10,920",119,117.8,,,,,,
2012,San Benito,90,PDI Overall Composite (Age 6-17),12,"10,821",110.9,109.4,,,,,,
2013,San Benito,90,PDI Overall Composite (Age 6-17),15,"10,732",139.8,137.7,,,,,,
2014,San Benito,90,PDI Overall Composite (Age 6-17),,,56.3,56.1,,,,,,
2015,San Benito,90,PDI Overall Composite (Age 6-17),,,75.5,74.2,,,,,,
2016,San Benito,90,PDI Overall Composite (Age 6-17),,,,,11,"10,765",102.2,131.1,,
2017,San Benito,90,PDI Overall Composite (Age 6-17),,,,,,,64.9,83.4,1,Cell suppressed for small numbers
2018,San Benito,90,PDI Overall Composite (Age 6-17),,,,,,,82.1,105.4,1,Cell suppressed for small numbers
2019,San Benito,90,PDI Overall Composite (Age 6-17),,,,,,,45.3,58.2,1,Cell suppressed for small numbers
2020,San Benito,90,PDI Overall Composite (Age 6-17),,,,,,,44.5,56.9,1,Cell suppressed for small numbers
2005,San Benito,91,PDI Acute Composite (Age 6-17),,,53.5,53.4,,,,,,
2006,San Benito,91,PDI Acute Composite (Age 6-17),,,36.4,36.3,,,,,,
2007,San Benito,91,PDI Acute Composite (Age 6-17),,,63.9,63.4,,,,,,
2008,San Benito,91,PDI Acute Composite (Age 6-17),,,54.7,54.3,,,,,,
2009,San Benito,91,PDI Acute Composite (Age 6-17),,,46,45.6,,,,,,
2010,San Benito,91,PDI Acute Composite (Age 6-17),,,63.8,63.1,,,,,,
2011,San Benito,91,PDI Acute Composite (Age 6-17),,,54.9,54,,,,,,
2012,San Benito,91,PDI Acute Composite (Age 6-17),,,55.4,54.3,,,,,,
2013,San Benito,91,PDI Acute Composite (Age 6-17),,,46.6,45.6,,,,,,
2014,San Benito,91,PDI Acute Composite (Age 6-17),,,18.8,18.5,,,,,,
2015,San Benito,91,PDI Acute Composite (Age 6-17),,,25.2,24.5,,,,,,
2016,San Benito,91,PDI Acute Composite (Age 6-17),,,,,,,55.7,65.5,1,Cell suppressed for small numbers
2017,San Benito,91,PDI Acute Composite (Age 6-17),,,,,,,37.1,43.8,1,Cell suppressed for small numbers
2018,San Benito,91,PDI Acute Composite (Age 6-17),,,,,,,45.6,53.9,1,Cell suppressed for small numbers
2019,San Benito,91,PDI Acute Composite (Age 6-17),,,,,,,18.1,21.5,1,Cell suppressed for small numbers
2020,San Benito,91,PDI Acute Composite (Age 6-17),,,,,,,8.9,10.5,1,Cell suppressed for small numbers
2005,San Benito,92,PDI Chronic Composite (Age 6-17),,,35.7,35.2,,,,,,
2006,San Benito,92,PDI Chronic Composite (Age 6-17),,,82,81.3,,,,,,
2007,San Benito,92,PDI Chronic Composite (Age 6-17),,,45.7,45.4,,,,,,
2008,San Benito,92,PDI Chronic Composite (Age 6-17),,,36.5,36.3,,,,,,
2009,San Benito,92,PDI Chronic Composite (Age 6-17),,,46,45.8,,,,,,
2010,San Benito,92,PDI Chronic Composite (Age 6-17),,,91.2,90.3,,,,,,
2011,San Benito,92,PDI Chronic Composite (Age 6-17),,,64.1,63.6,,,,,,
2012,San Benito,92,PDI Chronic Composite (Age 6-17),,,55.4,54.9,,,,,,
2013,San Benito,92,PDI Chronic Composite (Age 6-17),,,93.2,92,,,,,,
2014,San Benito,92,PDI Chronic Composite (Age 6-17),,,37.6,37.5,,,,,,
2015,San Benito,92,PDI Chronic Composite (Age 6-17),,,50.3,49.6,,,,,,
2016,San Benito,92,PDI Chronic Composite (Age 6-17),,,,,,,46.4,61.3,1,Cell suppressed for small numbers
2017,San Benito,92,PDI Chronic Composite (Age 6-17),,,,,,,27.8,36.7,1,Cell suppressed for small numbers
2018,San Benito,92,PDI Chronic Composite (Age 6-17),,,,,,,36.5,48.2,1,Cell suppressed for small numbers
2019,San Benito,92,PDI Chronic Composite (Age 6-17),,,,,,,27.2,35.8,1,Cell suppressed for small numbers
2020,San Benito,92,PDI Chronic Composite (Age 6-17),,,,,,,35.6,46.8,1,Cell suppressed for small numbers
2005,San Bernardino,9,Low Birth Weight (<2500 grams),"1,675","31,507",53.2,53.2,,,,,,
2006,San Bernardino,9,Low Birth Weight (<2500 grams),"1,704","31,922",53.4,53.4,,,,,,
2007,San Bernardino,9,Low Birth Weight (<2500 grams),"1,745","32,264",54.1,54.1,,,,,,
2008,San Bernardino,9,Low Birth Weight (<2500 grams),"1,738","32,210",54,54,,,,,,
2009,San Bernardino,9,Low Birth Weight (<2500 grams),"1,717","30,142",57,57,,,,,,
2010,San Bernardino,9,Low Birth Weight (<2500 grams),"1,710","29,707",57.6,57.6,,,,,,
2011,San Bernardino,9,Low Birth Weight (<2500 grams),"1,675","29,131",57.5,57.5,,,,,,
2012,San Bernardino,9,Low Birth Weight (<2500 grams),"1,748","29,306",59.6,59.7,,,,,,
2013,San Bernardino,9,Low Birth Weight (<2500 grams),"1,735","28,759",60.3,60.3,,,,,,
2014,San Bernardino,9,Low Birth Weight (<2500 grams),"1,849","29,925",61.8,61.8,,,,,,
2015,San Bernardino,9,Low Birth Weight (<2500 grams),"1,263","21,272",59.4,59.4,,,,,,
2005,San Bernardino,14,Asthma (Age 2-17),724,"534,179",135.5,136.4,,,,,,
2006,San Bernardino,14,Asthma (Age 2-17),655,"537,174",121.9,122.8,,,,,,
2007,San Bernardino,14,Asthma (Age 2-17),554,"536,805",103.2,103.7,,,,,,
2008,San Bernardino,14,Asthma (Age 2-17),628,"534,050",117.6,117.8,,,,,,
2009,San Bernardino,14,Asthma (Age 2-17),725,"529,432",136.9,137.1,,,,,,
2010,San Bernardino,14,Asthma (Age 2-17),603,"531,616",113.4,113.2,,,,,,
2011,San Bernardino,14,Asthma (Age 2-17),490,"527,740",92.8,92.1,,,,,,
2012,San Bernardino,14,Asthma (Age 2-17),629,"518,959",121.2,119.6,,,,,,
2013,San Bernardino,14,Asthma (Age 2-17),541,"513,917",105.3,103.6,,,,,,
2014,San Bernardino,14,Asthma (Age 2-17),597,"534,111",111.8,111.4,,,,,,
2015,San Bernardino,14,Asthma (Age 2-17),342,"377,753",90.5,88.3,,,,,,
2016,San Bernardino,14,Asthma (Age 2-17),,,,,465,"511,071",91.0,99.0,,
2017,San Bernardino,14,Asthma (Age 2-17),,,,,234,"510,607",45.8,49.9,,
2018,San Bernardino,14,Asthma (Age 2-17),,,,,218,"509,663",42.8,46.6,,
2019,San Bernardino,14,Asthma (Age 2-17),,,,,220,"508,653",43.3,47.2,,
2020,San Bernardino,14,Asthma (Age 2-17),,,,,78,"508,786",15.3,16.8,,
2005,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),98,"409,478",23.9,23.3,,,,,,
2006,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),132,"411,035",32.1,31.2,,,,,,
2007,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),120,"409,271",29.3,28.4,,,,,,
2008,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),118,"406,413",29,28.1,,,,,,
2009,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),146,"403,065",36.2,35.2,,,,,,
2010,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),133,"404,528",32.9,32.1,,,,,,
2011,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),140,"400,421",35,34.3,,,,,,
2012,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),159,"392,989",40.5,39.9,,,,,,
2013,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),141,"389,136",36.2,35.9,,,,,,
2014,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),152,"404,844",37.5,36.5,,,,,,
2015,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),139,"285,000",48.8,48.8,,,,,,
2016,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),,,,,151,"386,665",39.1,41.5,,
2017,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),,,,,43,"386,158",11.1,11.8,,
2018,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),,,,,68,"385,776",17.6,18.7,,
2019,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),,,,,44,"385,937",11.4,12.1,,
2020,San Bernardino,15,Diabetes Short-term Complications (Age 6-17),,,,,62,"387,476",16.0,17.0,,
2005,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),946,"588,724",160.7,159.8,,,,,,
2006,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),821,"592,693",138.5,137.1,,,,,,
2007,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),816,"593,249",137.5,135.1,,,,,,
2008,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),568,"590,482",96.2,94.1,,,,,,
2009,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),662,"585,041",113.2,110.9,,,,,,
2010,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),319,"587,297",54.3,53.2,,,,,,
2011,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),407,"583,391",69.8,68,,,,,,
2012,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),340,"573,775",59.3,57.6,,,,,,
2013,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),427,"567,943",75.2,73.2,,,,,,
2014,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),261,"591,206",44.1,42.9,,,,,,
2015,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),239,"417,709",57.2,55.4,,,,,,
2016,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),,,,,200,"564,986",35.4,35.3,,
2017,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),,,,,199,"564,691",35.2,35.1,,
2018,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),,,,,145,"563,513",25.7,25.7,,
2019,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),,,,,118,"561,827",21.0,21.1,,
2020,San Bernardino,16,Gastroenteritis (Age 3 months-17 years),,,,,67,"561,009",11.9,12.1,,
2005,San Bernardino,17,Perforated Appendix (Age 1-17),236,748,315.5,311.8,,,,,,
2006,San Bernardino,17,Perforated Appendix (Age 1-17),271,794,341.3,335.4,,,,,,
2007,San Bernardino,17,Perforated Appendix (Age 1-17),295,881,334.8,330.2,,,,,,
2008,San Bernardino,17,Perforated Appendix (Age 1-17),313,939,333.3,328.2,,,,,,
2009,San Bernardino,17,Perforated Appendix (Age 1-17),285,954,298.7,296.9,,,,,,
2010,San Bernardino,17,Perforated Appendix (Age 1-17),286,902,317.1,312.7,,,,,,
2011,San Bernardino,17,Perforated Appendix (Age 1-17),288,943,305.4,298.8,,,,,,
2012,San Bernardino,17,Perforated Appendix (Age 1-17),276,850,324.7,321,,,,,,
2013,San Bernardino,17,Perforated Appendix (Age 1-17),273,808,337.9,330.4,,,,,,
2014,San Bernardino,17,Perforated Appendix (Age 1-17),258,740,348.6,349.5,,,,,,
2015,San Bernardino,17,Perforated Appendix (Age 1-17),233,572,407.3,397,,,,,,
2005,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),286,"588,724",48.6,48.4,,,,,,
2006,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),213,"592,693",35.9,35.6,,,,,,
2007,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),264,"593,249",44.5,43.6,,,,,,
2008,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),247,"590,482",41.8,40.9,,,,,,
2009,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),258,"585,041",44.1,43.1,,,,,,
2010,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),212,"587,297",36.1,35.3,,,,,,
2011,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),208,"583,391",35.7,34.8,,,,,,
2012,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),184,"573,775",32.1,31.3,,,,,,
2013,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),167,"567,943",29.4,28.7,,,,,,
2014,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),165,"591,206",27.9,27,,,,,,
2015,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),103,"417,709",24.7,24.1,,,,,,
2016,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),,,,,101,"564,986",17.9,17.4,,
2017,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),,,,,82,"564,691",14.5,14.2,,
2018,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),,,,,82,"563,513",14.6,14.2,,
2019,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),,,,,69,"561,827",12.3,12.1,,
2020,San Bernardino,18,Urinary Tract Infection (Age 3 months-17 years),,,,,40,"561,009",7.1,7.0,,
2005,San Bernardino,90,PDI Overall Composite (Age 6-17),808,"409,478",197.3,196.7,,,,,,
2006,San Bernardino,90,PDI Overall Composite (Age 6-17),742,"411,035",180.5,180.2,,,,,,
2007,San Bernardino,90,PDI Overall Composite (Age 6-17),615,"409,271",150.3,150.1,,,,,,
2008,San Bernardino,90,PDI Overall Composite (Age 6-17),662,"406,413",162.9,162.4,,,,,,
2009,San Bernardino,90,PDI Overall Composite (Age 6-17),779,"403,065",193.3,192.4,,,,,,
2010,San Bernardino,90,PDI Overall Composite (Age 6-17),652,"404,528",161.2,160,,,,,,
2011,San Bernardino,90,PDI Overall Composite (Age 6-17),580,"400,421",144.8,143.4,,,,,,
2012,San Bernardino,90,PDI Overall Composite (Age 6-17),654,"392,989",166.4,164.2,,,,,,
2013,San Bernardino,90,PDI Overall Composite (Age 6-17),591,"389,136",151.9,149.4,,,,,,
2014,San Bernardino,90,PDI Overall Composite (Age 6-17),645,"404,844",159.3,158.4,,,,,,
2015,San Bernardino,90,PDI Overall Composite (Age 6-17),448,"285,000",157.2,153.9,,,,,,
2016,San Bernardino,90,PDI Overall Composite (Age 6-17),,,,,503,"386,665",130.1,140.2,,
2017,San Bernardino,90,PDI Overall Composite (Age 6-17),,,,,259,"386,158",67.1,72.3,,
2018,San Bernardino,90,PDI Overall Composite (Age 6-17),,,,,242,"385,776",62.7,67.7,,
2019,San Bernardino,90,PDI Overall Composite (Age 6-17),,,,,244,"385,937",63.2,68.2,,
2020,San Bernardino,90,PDI Overall Composite (Age 6-17),,,,,142,"387,476",36.6,39.5,,
2005,San Bernardino,91,PDI Acute Composite (Age 6-17),306,"409,478",74.7,74.4,,,,,,
2006,San Bernardino,91,PDI Acute Composite (Age 6-17),226,"411,035",55,54.7,,,,,,
2007,San Bernardino,91,PDI Acute Composite (Age 6-17),223,"409,271",54.5,54,,,,,,
2008,San Bernardino,91,PDI Acute Composite (Age 6-17),208,"406,413",51.2,50.5,,,,,,
2009,San Bernardino,91,PDI Acute Composite (Age 6-17),237,"403,065",58.8,57.8,,,,,,
2010,San Bernardino,91,PDI Acute Composite (Age 6-17),172,"404,528",42.5,41.7,,,,,,
2011,San Bernardino,91,PDI Acute Composite (Age 6-17),179,"400,421",44.7,43.8,,,,,,
2012,San Bernardino,91,PDI Acute Composite (Age 6-17),179,"392,989",45.5,44.6,,,,,,
2013,San Bernardino,91,PDI Acute Composite (Age 6-17),186,"389,136",47.8,46.8,,,,,,
2014,San Bernardino,91,PDI Acute Composite (Age 6-17),166,"404,844",41,40.2,,,,,,
2015,San Bernardino,91,PDI Acute Composite (Age 6-17),124,"285,000",43.5,42.5,,,,,,
2016,San Bernardino,91,PDI Acute Composite (Age 6-17),,,,,102,"386,665",26.4,29.4,,
2017,San Bernardino,91,PDI Acute Composite (Age 6-17),,,,,91,"386,158",23.6,26.4,,
2018,San Bernardino,91,PDI Acute Composite (Age 6-17),,,,,61,"385,776",15.8,17.7,,
2019,San Bernardino,91,PDI Acute Composite (Age 6-17),,,,,68,"385,937",17.6,19.7,,
2020,San Bernardino,91,PDI Acute Composite (Age 6-17),,,,,40,"387,476",10.3,11.6,,
2005,San Bernardino,92,PDI Chronic Composite (Age 6-17),502,"409,478",122.6,122.2,,,,,,
2006,San Bernardino,92,PDI Chronic Composite (Age 6-17),516,"411,035",125.5,125.6,,,,,,
2007,San Bernardino,92,PDI Chronic Composite (Age 6-17),392,"409,271",95.8,96,,,,,,
2008,San Bernardino,92,PDI Chronic Composite (Age 6-17),454,"406,413",111.7,111.9,,,,,,
2009,San Bernardino,92,PDI Chronic Composite (Age 6-17),542,"403,065",134.5,134.5,,,,,,
2010,San Bernardino,92,PDI Chronic Composite (Age 6-17),480,"404,528",118.7,118.3,,,,,,
2011,San Bernardino,92,PDI Chronic Composite (Age 6-17),401,"400,421",100.1,99.5,,,,,,
2012,San Bernardino,92,PDI Chronic Composite (Age 6-17),475,"392,989",120.9,119.6,,,,,,
2013,San Bernardino,92,PDI Chronic Composite (Age 6-17),405,"389,136",104.1,102.6,,,,,,
2014,San Bernardino,92,PDI Chronic Composite (Age 6-17),479,"404,844",118.3,118.3,,,,,,
2015,San Bernardino,92,PDI Chronic Composite (Age 6-17),324,"285,000",113.7,111.4,,,,,,
2016,San Bernardino,92,PDI Chronic Composite (Age 6-17),,,,,401,"386,665",103.7,110.6,,
2017,San Bernardino,92,PDI Chronic Composite (Age 6-17),,,,,168,"386,158",43.5,46.4,,
2018,San Bernardino,92,PDI Chronic Composite (Age 6-17),,,,,181,"385,776",46.9,50.0,,
2019,San Bernardino,92,PDI Chronic Composite (Age 6-17),,,,,176,"385,937",45.6,48.6,,
2020,San Bernardino,92,PDI Chronic Composite (Age 6-17),,,,,102,"387,476",26.3,28.1,,
2005,San Diego,9,Low Birth Weight (<2500 grams),"2,349","41,076",57.2,57.2,,,,,,
2006,San Diego,9,Low Birth Weight (<2500 grams),"2,422","42,001",57.7,57.6,,,,,,
2007,San Diego,9,Low Birth Weight (<2500 grams),"2,548","42,627",59.8,59.8,,,,,,
2008,San Diego,9,Low Birth Weight (<2500 grams),"2,431","42,316",57.4,57.5,,,,,,
2009,San Diego,9,Low Birth Weight (<2500 grams),"2,304","40,238",57.3,57.3,,,,,,
2010,San Diego,9,Low Birth Weight (<2500 grams),"2,260","39,665",57,57,,,,,,
2011,San Diego,9,Low Birth Weight (<2500 grams),"2,430","39,092",62.2,62.2,,,,,,
2012,San Diego,9,Low Birth Weight (<2500 grams),"2,433","39,723",61.2,61.3,,,,,,
2013,San Diego,9,Low Birth Weight (<2500 grams),"2,449","38,917",62.9,62.9,,,,,,
2014,San Diego,9,Low Birth Weight (<2500 grams),"2,568","40,020",64.2,64.2,,,,,,
2015,San Diego,9,Low Birth Weight (<2500 grams),"1,900","29,704",64,64,,,,,,
2005,San Diego,14,Asthma (Age 2-17),419,"643,613",65.1,64.8,,,,,,
2006,San Diego,14,Asthma (Age 2-17),419,"638,298",65.6,65.6,,,,,,
2007,San Diego,14,Asthma (Age 2-17),443,"638,276",69.4,69.2,,,,,,
2008,San Diego,14,Asthma (Age 2-17),567,"644,062",88,87.4,,,,,,
2009,San Diego,14,Asthma (Age 2-17),637,"647,342",98.4,97.4,,,,,,
2010,San Diego,14,Asthma (Age 2-17),492,"652,273",75.4,74.4,,,,,,
2011,San Diego,14,Asthma (Age 2-17),502,"649,511",77.3,75.7,,,,,,
2012,San Diego,14,Asthma (Age 2-17),621,"647,994",95.8,93,,,,,,
2013,San Diego,14,Asthma (Age 2-17),559,"648,162",86.2,83.3,,,,,,
2014,San Diego,14,Asthma (Age 2-17),589,"644,127",91.4,89.7,,,,,,
2015,San Diego,14,Asthma (Age 2-17),436,"485,876",89.7,85.6,,,,,,
2016,San Diego,14,Asthma (Age 2-17),,,,,552,"641,801",86.0,80.5,,
2017,San Diego,14,Asthma (Age 2-17),,,,,511,"640,297",79.8,74.9,,
2018,San Diego,14,Asthma (Age 2-17),,,,,498,"636,579",78.2,73.5,,
2019,San Diego,14,Asthma (Age 2-17),,,,,539,"632,124",85.3,80.4,,
2020,San Diego,14,Asthma (Age 2-17),,,,,179,"628,922",28.5,26.9,,
2005,San Diego,15,Diabetes Short-term Complications (Age 6-17),79,"486,765",16.2,15.7,,,,,,
2006,San Diego,15,Diabetes Short-term Complications (Age 6-17),101,"483,218",20.9,20.2,,,,,,
2007,San Diego,15,Diabetes Short-term Complications (Age 6-17),99,"481,864",20.5,19.8,,,,,,
2008,San Diego,15,Diabetes Short-term Complications (Age 6-17),100,"485,074",20.6,19.9,,,,,,
2009,San Diego,15,Diabetes Short-term Complications (Age 6-17),108,"487,326",22.2,21.5,,,,,,
2010,San Diego,15,Diabetes Short-term Complications (Age 6-17),92,"491,073",18.7,18.3,,,,,,
2011,San Diego,15,Diabetes Short-term Complications (Age 6-17),103,"486,405",21.2,20.8,,,,,,
2012,San Diego,15,Diabetes Short-term Complications (Age 6-17),110,"483,168",22.8,22.5,,,,,,
2013,San Diego,15,Diabetes Short-term Complications (Age 6-17),89,"482,147",18.5,18.3,,,,,,
2014,San Diego,15,Diabetes Short-term Complications (Age 6-17),106,"481,274",22,21.4,,,,,,
2015,San Diego,15,Diabetes Short-term Complications (Age 6-17),90,"358,265",25.1,25.1,,,,,,
2016,San Diego,15,Diabetes Short-term Complications (Age 6-17),,,,,132,"473,820",27.9,32.0,,
2017,San Diego,15,Diabetes Short-term Complications (Age 6-17),,,,,74,"473,874",15.6,17.9,,
