Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc
2012,Modoc,91,Prevention Quality Acute Composite,46,9249,497.4,475.1,,,,,,
2013,Modoc,91,Prevention Quality Acute Composite,59,9141,645.4,606.8,,,,,,
2014,Modoc,91,Prevention Quality Acute Composite,35,8570,408.4,357.0,,,,,,
2015,Modoc,91,Prevention Quality Acute Composite,33,7417,444.9,439.7,,,,,,
2016,Modoc,91,Prevention Quality Acute Composite,,,,,33,7172,460.1,293.0423702,,
2017,Modoc,91,Prevention Quality Acute Composite,,,,,31,7115,435.7,270.8244713,,
2018,Modoc,91,Prevention Quality Acute Composite,,,,,29,7066,410.4,250.2738943,,
2019,Modoc,91,Prevention Quality Acute Composite,,,,,38,7114,534.2,319.6336416,,
2020,Modoc,91,Prevention Quality Acute Composite,,,,,26,7064,368.1,214.402756,,
2005,Modoc,92,Prevention Quality Chronic Composite,28,7407,378.0,318.8,,,,,,
2006,Modoc,92,Prevention Quality Chronic Composite,32,7462,428.8,362.7,,,,,,
2007,Modoc,92,Prevention Quality Chronic Composite,34,7429,457.7,379.2,,,,,,
2008,Modoc,92,Prevention Quality Chronic Composite,35,7469,468.6,389.4,,,,,,
2009,Modoc,92,Prevention Quality Chronic Composite,57,7565,753.5,618.9,,,,,,
2010,Modoc,92,Prevention Quality Chronic Composite,57,7599,750.1,613.0,,,,,,
2011,Modoc,92,Prevention Quality Chronic Composite,45,7517,598.6,475.9,,,,,,
2012,Modoc,92,Prevention Quality Chronic Composite,67,9249,724.4,692.2,,,,,,
2013,Modoc,92,Prevention Quality Chronic Composite,48,9142,525.0,495.0,,,,,,
2014,Modoc,92,Prevention Quality Chronic Composite,39,8570,455.1,396.9,,,,,,
2015,Modoc,92,Prevention Quality Chronic Composite,40,7417,539.3,538.8,,,,,,
2016,Modoc,92,Prevention Quality Chronic Composite,,,,,45,7172,627.4,386.6919838,,
2017,Modoc,92,Prevention Quality Chronic Composite,,,,,45,7115,632.5,383.4165742,,
2018,Modoc,92,Prevention Quality Chronic Composite,,,,,41,7067,580.2,346.342556,,
2019,Modoc,92,Prevention Quality Chronic Composite,,,,,40,7114,562.3,332.6492793,,
2020,Modoc,92,Prevention Quality Chronic Composite,,,,,55,7064,778.6,451.206509,,
2016,Modoc,93,Prevention Quality Diabetes Composite,,,,,10,7172,139.4,96.22098754,,
2017,Modoc,93,Prevention Quality Diabetes Composite,,,,,5,7115,70.3,48.23829089,,
2018,Modoc,93,Prevention Quality Diabetes Composite,,,,,20,7066,283.0,193.4738803,,
2019,Modoc,93,Prevention Quality Diabetes Composite,,,,,14,7114,196.8,134.6361553,,
2020,Modoc,93,Prevention Quality Diabetes Composite,,,,,18,7064,254.8,173.1410459,,
2005,Mono,1,Diabetes Short-term Complications,2,10514,19.0,18.1,,,,,,
2006,Mono,1,Diabetes Short-term Complications,1,10747,9.3,8.8,,,,,,
2007,Mono,1,Diabetes Short-term Complications,2,10719,18.7,17.8,,,,,,
2008,Mono,1,Diabetes Short-term Complications,2,10892,18.4,17.6,,,,,,
2009,Mono,1,Diabetes Short-term Complications,1,11055,9.0,8.7,,,,,,
2010,Mono,1,Diabetes Short-term Complications,0,11224,0.0,0.0,,,,,,
2011,Mono,1,Diabetes Short-term Complications,5,11294,44.3,43.0,,,,,,
2012,Mono,1,Diabetes Short-term Complications,3,13186,22.8,20.7,,,,,,
2013,Mono,1,Diabetes Short-term Complications,6,12990,46.2,42.3,,,,,,
2014,Mono,1,Diabetes Short-term Complications,6,12503,48.0,45.1,,,,,,
2015,Mono,1,Diabetes Short-term Complications,0,10444,0.0,0.0,,,,,,
2016,Mono,1,Diabetes Short-term Complications,,,,,2,11591,17.3,20.74964291,,
2017,Mono,1,Diabetes Short-term Complications,,,,,1,11686,8.6,10.32555872,,
2018,Mono,1,Diabetes Short-term Complications,,,,,2,11760,17.0,20.62331834,,
2019,Mono,1,Diabetes Short-term Complications,,,,,4,11882,33.7,41.03817743,,
2020,Mono,1,Diabetes Short-term Complications,,,,,0,12017,0.0,0,,
2005,Mono,2,Perforated Appendix,2,10,20.0,29.0,,,,,,
2006,Mono,2,Perforated Appendix,3,11,27.3,29.8,,,,,,
2007,Mono,2,Perforated Appendix,4,9,44.4,49.2,,,,,,
2008,Mono,2,Perforated Appendix,1,4,25.0,45.9,,,,,,
2009,Mono,2,Perforated Appendix,4,8,50.0,47.9,,,,,,
2010,Mono,2,Perforated Appendix,2,11,18.2,19.0,,,,,,
2011,Mono,2,Perforated Appendix,0,1,0.0,,,,,,,
2012,Mono,2,Perforated Appendix,2,15,13.3,15.1,,,,,,
2013,Mono,2,Perforated Appendix,7,13,53.8,57.2,,,,,,
2014,Mono,2,Perforated Appendix,5,12,41.7,45.2,,,,,,
2015,Mono,2,Perforated Appendix,0,2,0.0,,,,,,,
2005,Mono,3,Diabetes Long-term Complications,1,10514,9.5,10.8,,,,,,
2006,Mono,3,Diabetes Long-term Complications,1,10747,9.3,10.5,,,,,,
2007,Mono,3,Diabetes Long-term Complications,0,10719,0.0,0.0,,,,,,
2008,Mono,3,Diabetes Long-term Complications,2,10892,18.4,20.1,,,,,,
2009,Mono,3,Diabetes Long-term Complications,0,11055,0.0,0.0,,,,,,
2010,Mono,3,Diabetes Long-term Complications,1,11224,8.9,9.6,,,,,,
2011,Mono,3,Diabetes Long-term Complications,3,11294,26.6,28.2,,,,,,
2012,Mono,3,Diabetes Long-term Complications,2,13186,15.2,18.0,,,,,,
2013,Mono,3,Diabetes Long-term Complications,3,12990,23.1,26.9,,,,,,
2014,Mono,3,Diabetes Long-term Complications,3,12503,24.0,26.5,,,,,,
2015,Mono,3,Diabetes Long-term Complications,1,10444,9.6,11.4,,,,,,
2016,Mono,3,Diabetes Long-term Complications,,,,,5,11591,43.1,55.28104535,,
2017,Mono,3,Diabetes Long-term Complications,,,,,5,11686,42.8,54.74354038,,
2018,Mono,3,Diabetes Long-term Complications,,,,,1,11760,8.5,10.76293733,,
2019,Mono,3,Diabetes Long-term Complications,,,,,4,11882,33.7,42.22045597,,
2020,Mono,3,Diabetes Long-term Complications,,,,,6,12018,49.9,62.23527597,,
2005,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,48.6,64.6,,,,,,
2006,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,32.0,41.0,,,,,,
2007,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,47.6,59.4,,,,,,
2008,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,47.1,57.0,,,,,,
2009,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,30.8,36.6,,,,,,
2010,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,15.3,17.7,,,,,,
2011,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,15.0,17.2,,,,,,
2012,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,44.3,49.8,,,,,,
2013,Mono,5,COPD or Asthma in Older Adults (Age 40+),0,6780,0.0,0.0,,,,,,
2014,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,72.0,79.9,,,,,,
2015,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,38.4,40.9,,,,,,
2016,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,28.0,37.23613724,1,Cell suppressed for small numbers
2017,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,14.0,18.1919458,1,Cell suppressed for small numbers
2018,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,13.7,17.6835153,1,Cell suppressed for small numbers
2019,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,27.1,34.28918656,1,Cell suppressed for small numbers
2020,Mono,5,COPD or Asthma in Older Adults (Age 40+),,,,,,,53.4,66.90327316,1,Cell suppressed for small numbers
2005,Mono,7,Hypertension,1,10514,9.5,11.9,,,,,,
2006,Mono,7,Hypertension,0,10747,0.0,0.0,,,,,,
2007,Mono,7,Hypertension,0,10719,0.0,0.0,,,,,,
2008,Mono,7,Hypertension,0,10892,0.0,0.0,,,,,,
2009,Mono,7,Hypertension,1,11055,9.0,10.8,,,,,,
2010,Mono,7,Hypertension,0,11224,0.0,0.0,,,,,,
2011,Mono,7,Hypertension,0,11294,0.0,0.0,,,,,,
2012,Mono,7,Hypertension,1,13186,7.6,10.0,,,,,,
2013,Mono,7,Hypertension,0,12990,0.0,0.0,,,,,,
2014,Mono,7,Hypertension,0,12503,0.0,0.0,,,,,,
2015,Mono,7,Hypertension,1,10444,9.6,12.6,,,,,,
2016,Mono,7,Hypertension,,,,,0,11591,0.0,0,,
2017,Mono,7,Hypertension,,,,,0,11686,0.0,0,,
2018,Mono,7,Hypertension,,,,,0,11760,0.0,0,,
2019,Mono,7,Hypertension,,,,,3,11882,25.2,36.60884751,,
2020,Mono,7,Hypertension,,,,,0,12017,0.0,0,,
2005,Mono,8,Heart Failure,5,10514,47.6,81.3,,,,,,
2006,Mono,8,Heart Failure,2,10747,18.6,30.2,,,,,,
2007,Mono,8,Heart Failure,4,10719,37.3,58.1,,,,,,
2008,Mono,8,Heart Failure,5,10892,45.9,68.8,,,,,,
2009,Mono,8,Heart Failure,2,11055,18.1,26.5,,,,,,
2010,Mono,8,Heart Failure,3,11224,26.7,38.2,,,,,,
2011,Mono,8,Heart Failure,0,11294,0.0,0.0,,,,,,
2012,Mono,8,Heart Failure,2,13186,15.2,22.8,,,,,,
2013,Mono,8,Heart Failure,6,12990,46.2,65.9,,,,,,
2014,Mono,8,Heart Failure,4,12503,32.0,44.5,,,,,,
2015,Mono,8,Heart Failure,3,10444,28.7,40.6,,,,,,
2016,Mono,8,Heart Failure,,,,,6,11591,51.8,71.83639573,,
2017,Mono,8,Heart Failure,,,,,6,11686,51.3,69.22986826,,
2018,Mono,8,Heart Failure,,,,,6,11760,51.0,66.81922346,,
2019,Mono,8,Heart Failure,,,,,14,11882,117.8,149.4672441,,
2020,Mono,8,Heart Failure,,,,,12,12017,99.9,123.8082088,,
2005,Mono,10,Dehydration,2,10514,19.0,29.5,,,,,,
2006,Mono,10,Dehydration,1,10747,9.3,13.9,,,,,,
2007,Mono,10,Dehydration,7,10719,65.3,94.5,,,,,,
2008,Mono,10,Dehydration,1,10892,9.2,12.9,,,,,,
2009,Mono,10,Dehydration,0,11055,0.0,0.0,,,,,,
2010,Mono,10,Dehydration,2,11224,17.8,24.1,,,,,,
2011,Mono,10,Dehydration,0,11294,0.0,0.0,,,,,,
2012,Mono,10,Dehydration,3,13186,22.8,32.1,,,,,,
2013,Mono,10,Dehydration,5,12990,38.5,52.1,,,,,,
2014,Mono,10,Dehydration,2,12503,16.0,21.2,,,,,,
2015,Mono,10,Dehydration,3,10444,28.7,38.7,,,,,,
2005,Mono,11,Community-Acquired Pneumonia,10,10514,95.1,147.7,,,,,,
2006,Mono,11,Community-Acquired Pneumonia,3,10747,27.9,41.6,,,,,,
2007,Mono,11,Community-Acquired Pneumonia,5,10719,46.6,67.3,,,,,,
2008,Mono,11,Community-Acquired Pneumonia,6,10892,55.1,77.2,,,,,,
2009,Mono,11,Community-Acquired Pneumonia,10,11055,90.5,124.1,,,,,,
2010,Mono,11,Community-Acquired Pneumonia,7,11224,62.4,84.0,,,,,,
2011,Mono,11,Community-Acquired Pneumonia,7,11294,62.0,80.6,,,,,,
2012,Mono,11,Community-Acquired Pneumonia,5,13186,37.9,53.7,,,,,,
2013,Mono,11,Community-Acquired Pneumonia,4,12990,30.8,41.8,,,,,,
2014,Mono,11,Community-Acquired Pneumonia,10,12503,80.0,105.9,,,,,,
2015,Mono,11,Community-Acquired Pneumonia,5,10444,47.9,64.7,,,,,,
2016,Mono,11,Community-Acquired Pneumonia,,,,,10,11591,86.3,113.4252102,,
2017,Mono,11,Community-Acquired Pneumonia,,,,,7,11686,59.9,76.65700836,,
2018,Mono,11,Community-Acquired Pneumonia,,,,,9,11760,76.5,95.37098334,,
2019,Mono,11,Community-Acquired Pneumonia,,,,,5,11882,42.1,50.93915387,,
2020,Mono,11,Community-Acquired Pneumonia,,,,,7,12017,58.3,69.01691391,,
2005,Mono,12,Urinary Tract Infection,5,10514,47.6,83.9,,,,,,
2006,Mono,12,Urinary Tract Infection,3,10747,27.9,47.1,,,,,,
2007,Mono,12,Urinary Tract Infection,4,10719,37.3,61.4,,,,,,
2008,Mono,12,Urinary Tract Infection,3,10892,27.5,43.5,,,,,,
2009,Mono,12,Urinary Tract Infection,5,11055,45.2,70.5,,,,,,
2010,Mono,12,Urinary Tract Infection,6,11224,53.5,81.3,,,,,,
2011,Mono,12,Urinary Tract Infection,4,11294,35.4,51.5,,,,,,
2012,Mono,12,Urinary Tract Infection,1,13186,7.6,11.6,,,,,,
2013,Mono,12,Urinary Tract Infection,2,12990,15.4,22.4,,,,,,
2014,Mono,12,Urinary Tract Infection,4,12503,32.0,46.6,,,,,,
2015,Mono,12,Urinary Tract Infection,5,10444,47.9,68.5,,,,,,
2016,Mono,12,Urinary Tract Infection,,,,,5,11591,43.1,66.66234018,,
2017,Mono,12,Urinary Tract Infection,,,,,2,11686,17.1,25.5137314,,
2018,Mono,12,Urinary Tract Infection,,,,,2,11760,17.0,24.52443894,,
2019,Mono,12,Urinary Tract Infection,,,,,6,11882,50.5,70.07403844,,
2020,Mono,12,Urinary Tract Infection,,,,,7,12017,58.3,79.09047569,,
2005,Mono,13,Angina without Procedure,0,10514,0.0,0.0,,,,,,
2006,Mono,13,Angina without Procedure,0,10747,0.0,0.0,,,,,,
2007,Mono,13,Angina without Procedure,1,10719,9.3,10.9,,,,,,
2008,Mono,13,Angina without Procedure,1,10892,9.2,10.6,,,,,,
2009,Mono,13,Angina without Procedure,0,11055,0.0,0.0,,,,,,
2010,Mono,13,Angina without Procedure,0,11224,0.0,0.0,,,,,,
2011,Mono,13,Angina without Procedure,0,11294,0.0,0.0,,,,,,
2012,Mono,13,Angina without Procedure,0,13186,0.0,0.0,,,,,,
2013,Mono,13,Angina without Procedure,0,12990,0.0,0.0,,,,,,
2014,Mono,13,Angina without Procedure,0,12503,0.0,0.0,,,,,,
2015,Mono,13,Angina without Procedure,0,10444,0.0,0.0,,,,,,
2005,Mono,14,Uncontrolled Diabetes,0,10514,0.0,0.0,,,,,,
2006,Mono,14,Uncontrolled Diabetes,0,10747,0.0,0.0,,,,,,
2007,Mono,14,Uncontrolled Diabetes,0,10719,0.0,0.0,,,,,,
2008,Mono,14,Uncontrolled Diabetes,0,10892,0.0,0.0,,,,,,
2009,Mono,14,Uncontrolled Diabetes,0,11055,0.0,0.0,,,,,,
2010,Mono,14,Uncontrolled Diabetes,0,11224,0.0,0.0,,,,,,
2011,Mono,14,Uncontrolled Diabetes,0,11294,0.0,0.0,,,,,,
2012,Mono,14,Uncontrolled Diabetes,0,13186,0.0,0.0,,,,,,
2013,Mono,14,Uncontrolled Diabetes,0,12990,0.0,0.0,,,,,,
2014,Mono,14,Uncontrolled Diabetes,1,12503,8.0,8.7,,,,,,
2015,Mono,14,Uncontrolled Diabetes,0,10444,0.0,0.0,,,,,,
2016,Mono,14,Uncontrolled Diabetes,,,,,0,11591,0.0,0,,
2017,Mono,14,Uncontrolled Diabetes,,,,,1,11686,8.6,12.13084057,,
2018,Mono,14,Uncontrolled Diabetes,,,,,2,11760,17.0,23.742353,,
2019,Mono,14,Uncontrolled Diabetes,,,,,1,11882,8.4,11.57455202,,
2020,Mono,14,Uncontrolled Diabetes,,,,,0,12017,0.0,0,,
2005,Mono,15,Asthma in Younger Adults (Age 18-39),,,46.0,48.2,,,,,,
2006,Mono,15,Asthma in Younger Adults (Age 18-39),,,22.2,23.4,,,,,,
2007,Mono,15,Asthma in Younger Adults (Age 18-39),0,4417,0.0,0.0,,,,,,
2008,Mono,15,Asthma in Younger Adults (Age 18-39),,,22.1,23.1,,,,,,
2009,Mono,15,Asthma in Younger Adults (Age 18-39),0,4566,0.0,0.0,,,,,,
2010,Mono,15,Asthma in Younger Adults (Age 18-39),0,4670,0.0,0.0,,,,,,
2011,Mono,15,Asthma in Younger Adults (Age 18-39),0,4624,0.0,0.0,,,,,,
2012,Mono,15,Asthma in Younger Adults (Age 18-39),0,6412,0.0,0.0,,,,,,
2013,Mono,15,Asthma in Younger Adults (Age 18-39),0,6210,0.0,0.0,,,,,,
2014,Mono,15,Asthma in Younger Adults (Age 18-39),0,5557,0.0,0.0,,,,,,
2015,Mono,15,Asthma in Younger Adults (Age 18-39),0,5241,0.0,0.0,,,,,,
2016,Mono,15,Asthma in Younger Adults (Age 18-39),,,,,0,4448,0.0,0,,
2017,Mono,15,Asthma in Younger Adults (Age 18-39),,,,,,,110.7,145.5626875,1,Cell suppressed for small numbers
2018,Mono,15,Asthma in Younger Adults (Age 18-39),,,,,,,67.0,87.50051116,1,Cell suppressed for small numbers
2019,Mono,15,Asthma in Younger Adults (Age 18-39),,,,,,,66.6,86.9049025,1,Cell suppressed for small numbers
2020,Mono,15,Asthma in Younger Adults (Age 18-39),,,,,,,44.1,57.38922465,1,Cell suppressed for small numbers
2005,Mono,16,Lower-Extremity Amputation (Diabetes),0,10514,0.0,0.0,,,,,,
2006,Mono,16,Lower-Extremity Amputation (Diabetes),0,10747,0.0,0.0,,,,,,
2007,Mono,16,Lower-Extremity Amputation (Diabetes),0,10719,0.0,0.0,,,,,,
2008,Mono,16,Lower-Extremity Amputation (Diabetes),0,10892,0.0,0.0,,,,,,
2009,Mono,16,Lower-Extremity Amputation (Diabetes),0,11055,0.0,0.0,,,,,,
2010,Mono,16,Lower-Extremity Amputation (Diabetes),0,11224,0.0,0.0,,,,,,
2011,Mono,16,Lower-Extremity Amputation (Diabetes),0,11294,0.0,0.0,,,,,,
2012,Mono,16,Lower-Extremity Amputation (Diabetes),0,13186,0.0,0.0,,,,,,
2013,Mono,16,Lower-Extremity Amputation (Diabetes),0,12990,0.0,0.0,,,,,,
2014,Mono,16,Lower-Extremity Amputation (Diabetes),0,12503,0.0,0.0,,,,,,
2015,Mono,16,Lower-Extremity Amputation (Diabetes),0,10444,0.0,0.0,,,,,,
2016,Mono,16,Lower-Extremity Amputation (Diabetes),,,,,0,11591,0.0,0,,
2017,Mono,16,Lower-Extremity Amputation (Diabetes),,,,,2,11686,17.1,20.95834583,,
2018,Mono,16,Lower-Extremity Amputation (Diabetes),,,,,0,11760,0.0,0,,
2019,Mono,16,Lower-Extremity Amputation (Diabetes),,,,,0,11882,0.0,0,,
2020,Mono,16,Lower-Extremity Amputation (Diabetes),,,,,3,12017,25.0,29.61121937,,
2005,Mono,90,Prevention Quality Overall Composite,31,10514,294.8,428.9,,,,,,
2006,Mono,90,Prevention Quality Overall Composite,14,10747,130.3,183.5,,,,,,
2007,Mono,90,Prevention Quality Overall Composite,26,10719,242.6,332.1,,,,,,
2008,Mono,90,Prevention Quality Overall Composite,24,10892,220.3,293.8,,,,,,
2009,Mono,90,Prevention Quality Overall Composite,21,11055,190.0,249.1,,,,,,
2010,Mono,90,Prevention Quality Overall Composite,20,11224,178.2,229.9,,,,,,
2011,Mono,90,Prevention Quality Overall Composite,20,11294,177.1,221.8,,,,,,
2012,Mono,90,Prevention Quality Overall Composite,20,13186,151.7,206.3,,,,,,
2013,Mono,90,Prevention Quality Overall Composite,26,12990,200.2,262.2,,,,,,
2014,Mono,90,Prevention Quality Overall Composite,35,12503,279.9,356.9,,,,,,
2015,Mono,90,Prevention Quality Overall Composite,20,10444,191.5,250.9,,,,,,
2016,Mono,90,Prevention Quality Overall Composite,,,,,30,11591,258.8,351.6397022,,
2017,Mono,90,Prevention Quality Overall Composite,,,,,28,11686,239.6,319.1806059,,
2018,Mono,90,Prevention Quality Overall Composite,,,,,26,11760,221.1,288.0675415,,
2019,Mono,90,Prevention Quality Overall Composite,,,,,42,11882,353.5,449.8693644,,
2020,Mono,90,Prevention Quality Overall Composite,,,,,40,12018,332.8,416.8086841,,
2005,Mono,91,Prevention Quality Acute Composite,17,10514,161.7,260.3,,,,,,
2006,Mono,91,Prevention Quality Acute Composite,7,10747,65.1,100.6,,,,,,
2007,Mono,91,Prevention Quality Acute Composite,16,10719,149.3,223.8,,,,,,
2008,Mono,91,Prevention Quality Acute Composite,10,10892,91.8,133.2,,,,,,
2009,Mono,91,Prevention Quality Acute Composite,15,11055,135.7,193.3,,,,,,
2010,Mono,91,Prevention Quality Acute Composite,15,11224,133.6,186.6,,,,,,
2011,Mono,91,Prevention Quality Acute Composite,11,11294,97.4,130.9,,,,,,
2012,Mono,91,Prevention Quality Acute Composite,9,13186,68.3,98.8,,,,,,
2013,Mono,91,Prevention Quality Acute Composite,11,12990,84.7,117.2,,,,,,
2014,Mono,91,Prevention Quality Acute Composite,16,12503,128.0,174.3,,,,,,
2015,Mono,91,Prevention Quality Acute Composite,13,10444,124.5,170.9,,,,,,
2016,Mono,91,Prevention Quality Acute Composite,,,,,15,11591,129.4,181.8535876,,
2017,Mono,91,Prevention Quality Acute Composite,,,,,9,11686,77.0,104.9697422,,
2018,Mono,91,Prevention Quality Acute Composite,,,,,11,11760,93.5,123.8172748,,
2019,Mono,91,Prevention Quality Acute Composite,,,,,11,11882,92.6,118.5933793,,
2020,Mono,91,Prevention Quality Acute Composite,,,,,14,12017,116.5,146.0505388,,
2005,Mono,92,Prevention Quality Chronic Composite,14,10514,133.2,182.8,,,,,,
2006,Mono,92,Prevention Quality Chronic Composite,7,10747,65.1,87.0,,,,,,
2007,Mono,92,Prevention Quality Chronic Composite,10,10719,93.3,121.2,,,,,,
2008,Mono,92,Prevention Quality Chronic Composite,14,10892,128.5,163.2,,,,,,
2009,Mono,92,Prevention Quality Chronic Composite,6,11055,54.3,67.8,,,,,,
2010,Mono,92,Prevention Quality Chronic Composite,5,11224,44.5,54.9,,,,,,
2011,Mono,92,Prevention Quality Chronic Composite,9,11294,79.7,95.7,,,,,,
2012,Mono,92,Prevention Quality Chronic Composite,11,13186,83.4,109.3,,,,,,
2013,Mono,92,Prevention Quality Chronic Composite,15,12990,115.5,146.4,,,,,,
2014,Mono,92,Prevention Quality Chronic Composite,19,12503,152.0,186.4,,,,,,
2015,Mono,92,Prevention Quality Chronic Composite,7,10444,67.0,85.4,,,,,,
2016,Mono,92,Prevention Quality Chronic Composite,,,,,15,11591,129.4,174.1598195,,
2017,Mono,92,Prevention Quality Chronic Composite,,,,,19,11686,162.6,215.237362,,
2018,Mono,92,Prevention Quality Chronic Composite,,,,,15,11760,127.6,165.5097166,,
2019,Mono,92,Prevention Quality Chronic Composite,,,,,31,11882,260.9,331.6180226,,
2020,Mono,92,Prevention Quality Chronic Composite,,,,,26,12018,216.3,271.0291608,,
2016,Mono,93,Prevention Quality Diabetes Composite,,,,,7,11591,60.4,76.9250063,,
2017,Mono,93,Prevention Quality Diabetes Composite,,,,,7,11686,59.9,76.20239573,,
2018,Mono,93,Prevention Quality Diabetes Composite,,,,,5,11760,42.5,53.73736278,,
2019,Mono,93,Prevention Quality Diabetes Composite,,,,,9,11882,75.7,95.20027347,,
2020,Mono,93,Prevention Quality Diabetes Composite,,,,,8,12018,66.6,83.35021014,,
2005,Monterey,1,Diabetes Short-term Complications,122,294634,41.4,39.4,,,,,,
2006,Monterey,1,Diabetes Short-term Complications,115,292832,39.3,37.4,,,,,,
2007,Monterey,1,Diabetes Short-term Complications,123,293684,41.9,40.0,,,,,,
2008,Monterey,1,Diabetes Short-term Complications,124,296155,41.9,40.1,,,,,,
2009,Monterey,1,Diabetes Short-term Complications,128,299502,42.7,41.0,,,,,,
2010,Monterey,1,Diabetes Short-term Complications,165,304351,54.2,52.1,,,,,,
2011,Monterey,1,Diabetes Short-term Complications,137,308056,44.5,42.8,,,,,,
2012,Monterey,1,Diabetes Short-term Complications,166,301958,55.0,54.0,,,,,,
2013,Monterey,1,Diabetes Short-term Complications,168,304287,55.2,54.5,,,,,,
2014,Monterey,1,Diabetes Short-term Complications,154,305907,50.3,49.2,,,,,,
2015,Monterey,1,Diabetes Short-term Complications,102,229305,44.5,44.6,,,,,,
2016,Monterey,1,Diabetes Short-term Complications,,,,,93,318887,29.2,26.78844947,,
2017,Monterey,1,Diabetes Short-term Complications,,,,,93,319394,29.1,26.83527318,,
2018,Monterey,1,Diabetes Short-term Complications,,,,,166,319764,51.9,47.98452938,,
2019,Monterey,1,Diabetes Short-term Complications,,,,,153,320591,47.7,44.20911348,,
2020,Monterey,1,Diabetes Short-term Complications,,,,,163,319499,51.0,47.41045501,,
2005,Monterey,2,Perforated Appendix,90,333,27.0,29.0,,,,,,
2006,Monterey,2,Perforated Appendix,106,326,32.5,36.3,,,,,,
2007,Monterey,2,Perforated Appendix,101,327,30.9,33.3,,,,,,
2008,Monterey,2,Perforated Appendix,89,309,28.8,32.2,,,,,,
2009,Monterey,2,Perforated Appendix,84,306,27.5,30.5,,,,,,
2010,Monterey,2,Perforated Appendix,110,366,30.1,33.1,,,,,,
2011,Monterey,2,Perforated Appendix,94,353,26.6,30.1,,,,,,
2012,Monterey,2,Perforated Appendix,89,340,26.2,28.2,,,,,,
2013,Monterey,2,Perforated Appendix,93,342,27.2,29.3,,,,,,
2014,Monterey,2,Perforated Appendix,105,384,27.3,29.2,,,,,,
2015,Monterey,2,Perforated Appendix,72,286,25.2,26.8,,,,,,
2005,Monterey,3,Diabetes Long-term Complications,322,294634,109.3,124.0,,,,,,
2006,Monterey,3,Diabetes Long-term Complications,322,292832,110.0,124.0,,,,,,
2007,Monterey,3,Diabetes Long-term Complications,279,293684,95.0,106.3,,,,,,
2008,Monterey,3,Diabetes Long-term Complications,329,296155,111.1,123.4,,,,,,
2009,Monterey,3,Diabetes Long-term Complications,284,299502,94.8,104.7,,,,,,
2010,Monterey,3,Diabetes Long-term Complications,277,304351,91.0,100.0,,,,,,
2011,Monterey,3,Diabetes Long-term Complications,316,308056,102.6,112.3,,,,,,
2012,Monterey,3,Diabetes Long-term Complications,282,301958,93.4,98.6,,,,,,
2013,Monterey,3,Diabetes Long-term Complications,344,304287,113.1,118.4,,,,,,
