APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
2604021032,12-118868,SEVEN PALMS APTS.,In-Service,ACQUISITION + REHAB,"12831 N SAN FERNANDO ROAD  Sylmar, CA 91342",7,1,SYLMAR,68,68,FAMILY,No,12/20/2012,0,4707357,5442000,10149357,2014,"Seven Palms Sylmar COGP, LLC",KDF COMMUNITIES LLC,(949) 719-1888 x201,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118868&LutSiteCD=1),,2/7/2022,-118.46465,34.30306,POINT (-118.46465 34.30306)
5309017036,09-104531,CUATRO VIENTOS,In-Service,NEW CONSTRUCTION,"5312 E ALMONT ST  Los Angeles, CA 90032",14,1,EL SERENO,25,25,FAMILY,No,07/29/2010,1769655,11345458,0,13115113,2011,"EAST LA COMMUNITY CORP.,",THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/09-104531/Photo/Website/09-104531[1].png),97,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-104531&LutSiteCD=1),C-117663,2/7/2022,-118.16525,34.09185,POINT (-118.16525 34.09185)
5422020031,156,ALLESANDRO STREET APTS.,In-Service,NEW CONSTRUCTION,"1934 N ALLESANDRO ST  Los Angeles, CA 90039",13,1,ECHO PARK,18,18,SPECIAL NEEDS,No,11/10/2003,620900,3037101,0,3658001,2005,"HOLLYWOOD COMMUNITY HOUSING CORP.,",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/000156/Photo/Website/CD%2013%20-%20Allesandro%20St.%20Apts..jpg),29,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=000156&LutSiteCD=1),C-104261,2/7/2022,-118.25791,34.09106,POINT (-118.25791 34.09106)
5077023015,11-117793,CAROLINE SEVERANCE MANOR,In-Service,NEW CONSTRUCTION,"2914 - 2924 W 8TH ST  Los Angeles, CA 90005",1,1,WILSHIRE CENTER,86,86,SPECIAL NEEDS,Yes,05/10/2012,891000,31386403,0,32277403,2014,MERCY HOUSING CALIFORNIA 56,MERCY HOUSING MANAGEMENT GROUP (MHM),(213) 863-0250,click here (http://hcidapp.lacity.org/mpphotos/11-117793/Photo/Website/severancemanor4814_007.png),292,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117793&LutSiteCD=1),C-120394,2/7/2022,-118.28972,34.05748,POINT (-118.28972 34.05748)
5183009904,19-125942,LOS LIRIOS APARTMENTS,Development,NEW CONSTRUCTION,"119 S SOTO ST  Los Angeles, CA 90033",14,1,BOYLE HEIGHTS,64,64,FAMILY,Yes,12/08/2021,5775000,2000000,0,7775000,Development,BRIDGE Housing Corporation,JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),365,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125942&LutSiteCD=1),C-139571,2/7/2022,-118.21029,34.04325,POINT (-118.21029 34.04325)
2412019021,18-124673,SUN COMMONS,Development,NEW CONSTRUCTION,"6329 N CLYBOURN AVE  North Hollywood, CA 91606",2,1,NORTH HOLLYWOOD,103,103,SPECIAL NEEDS,Yes,12/23/2020,12000000,51073536,0,63073536,Development,"Abbey Road, Inc.","BARKER MANAGEMENT, INC.",(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/18-124673/Photo/Website/Sun%20Commons.JPG),575,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124673&LutSiteCD=1),C-137504,2/7/2022,-118.36001,34.18578,POINT (-118.36001 34.18578)
5532021032,17-124490,MCCADDEN CAMPUS SENIOR (AKA MCCADDEN PLAZA SENIOR),In-Service,NEW CONSTRUCTION,"1127 N Las Palmas AVE  Los Angeles, CA 90038",13,1,MELROSE,98,98,SENIORS,Yes,12/20/2018,12730159,0,0,12730159,2021,"Thomas Safran & Associates Development, Inc.",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),483,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124490&LutSiteCD=1),"C-130714,C-132577",2/7/2022,-118.33711,34.09089,POINT (-118.33711 34.09089)
6053022021,09-117382,MILAN TOWN HOMES,In-Service,NEW CONSTRUCTION,"10006 S BROADWAY  Los Angeles, CA 90003",8,1,VERMONT VISTA,16,16,FAMILY,No,04/13/2010,1600000,6340418,0,7940418,2012,Abhay Gokhani Corporation,MILAN TOWN HOMES LLC,(323) 645-6611,click here (http://hcidapp.lacity.org/mpphotos/09-117382/Photo/Website/milan10006sbroad_010-.png),77,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117382&LutSiteCD=1),C-117161,2/7/2022,-118.27796,33.9453,POINT (-118.27796 33.9453)
5542027032,05-117217,LEXINGTON APARTMENTS A/B (SITE 3),In-Service,REHAB,"1141 N WESTMORELAND AVE  Los Angeles, CA 90029",13,3,EAST HOLLYWOOD,0,251,FAMILY,No,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=3),,2/7/2022,-118.28791,34.09207,POINT (-118.28791 34.09207)
5153023019,07-117237,QUEEN APARTMENTS (SITE 4),In-Service,REHAB,"451 S LUCAS AVE  Los Angeles, CA 90017",1,4,WESTLAKE,14,96,FAMILY,Yes,04/27/2007,0,10271751,7300000,17571751,2008,N/A,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/07-117237/Photo/Website%20Site4/Queens%20Apt%20(site4)%20457%20Lucas.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117237&LutSiteCD=4),,2/7/2022,-118.26304,34.05619,POINT (-118.26304 34.05619)
5073024026,30159,INGRAM PRESERVATION (SITE 5),In-Service,REHAB,"1809 S VAN NESS AVE 1-16  Los Angeles, CA 90019",10,5,HARVARD HEIGHTS,16,140,LARGE FAMILY / WAIVER REQUIRED,No,06/17/2004,4900000,6637761,2790000,14327761,2005,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site5/IngramPres_VanNess.png),21,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030159&LutSiteCD=5),C-106779,2/7/2022,-118.31657,34.04119,POINT (-118.31657 34.04119)
2416010066,18-125110,HARMONY GATES (RECAP),In-Service,N/A,"5220 N HARMONY AVE  North Hollywood, CA 91601",2,1,NORTH HOLLYWOOD,70,70,FAMILY,No,10/24/2018,0,13624546,0,13624546,2019,"InSite Development, LLC",IRONWOOD MANAGEMENT,(818) 789-5550,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125110&LutSiteCD=1),C-132215,2/7/2022,-118.36633,34.16575,POINT (-118.36633 34.16575)
5094023027,18-125513,SERENITY (FKA 923-937 KENMORE AVE),Development,NEW CONSTRUCTION,"923 S KENMORE AVE  Los Angeles, CA 90006",10,1,KOREATOWN,75,75,SPECIAL NEEDS,Yes,03/17/2021,21125042,33980000,0,55105042,Development,Domus GP LLC,"DOMUS MANAGEMENT COMPANY, INC",(209) 365-9010 x104,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),355,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125513&LutSiteCD=1),C-137993,2/7/2022,-118.29665,34.05502,POINT (-118.29665 34.05502)
2409003046,17-124266,CASA DEL SOL,In-Service,NEW CONSTRUCTION,"10966 W RATNER ST  SUN VALLEY, CA 91352",6,1,SUN VALLEY,44,44,SPECIAL NEEDS,Yes,09/27/2018,8065143,13709031,0,21774174,2020,A Community of Friends,"BARKER MANAGEMENT, INC.",(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/17-124266/Photo/Website/casa%20del%20sol%204-28-17.JPG),212,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=17-124266&LutSiteCD=1),C-131925,2/7/2022,-118.36932,34.21679,POINT (-118.36932 34.21679)
7455014029,07-117235,HARBOR TOWER,In-Service,REHAB,"340 S MESA ST  SAN PEDRO, CA 90731",15,1,SAN PEDRO,180,180,SENIORS,No,12/20/2007,0,21123352,6941082,28064434,2009,Retirement Housing Foundation,RETIREMENT HOUSING FOUNDATION,(562) 257-5110,click here (http://hcidapp.lacity.org/mpphotos/07-117235/Photo/Website/BONDS%20Harbor%20Towers.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117235&LutSiteCD=1),,2/7/2022,-118.28554,33.7411,POINT (-118.28554 33.7411)
2135038011,20-126937,PALM VISTA APARTMENTS,Development,DEMO/NEW CONSTRUCTION,"20116 W SHERMAN WAY  Winnetka, CA 91306",3,1,WINNETKA,91,91,SPECIAL NEEDS,Yes,07/07/2021,0,27000000,0,27000000,Development,"GTM Palm Vista AGP, L.L.C.",BARKER PROPERTY MANAGEMENT,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-126937&LutSiteCD=1),,2/7/2022,-118.57205,34.20086,POINT (-118.57205 34.20086)
5147034016,15-121799,SKID ROW SOUTHEAST 1 RECAP,In-Service,ACQUISITION + REHAB,"1201 E 7TH ST  Los Angeles, CA 90021",14,1,WHOLESALE DISTRICT,48,108,SPECIAL NEEDS,Yes,12/03/2015,0,13103064,0,13103064,2018,SRHT Property Holding Company LLC,SKID ROW PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x127,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-121799&LutSiteCD=1),"C-118682,C-126697,C-126698",2/7/2022,-118.24198,34.03775,POINT (-118.24198 34.03775)
5143024008,10-117625,BIXEL HOUSE APARTMENTS,In-Service,REHAB,"625 S BIXEL ST  Los Angeles, CA 90017",1,1,WESTLAKE,77,77,SPECIAL NEEDS,No,08/25/2010,850000,10220352,0,11070352,2012,"Bixel House Apartments, LP","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/10-117625/Photo/Website/Bixel%20House.jpg),64,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117625&LutSiteCD=1),C-117780,2/7/2022,-118.26286,34.05322,POINT (-118.26286 34.05322)
6013006021,80010,MENLO PARK,In-Service,NEW CONSTRUCTION,"831 W 70TH ST 1-49  Los Angeles, CA 90044",8,1,HARVARD PARK,49,49,FAMILY,No,11/12/2008,6925014,18286197,0,25211211,2010,Advanced Development & Investments Inc.,FPI MANAGEMENT INC.,(714) 641-5110 x419,click here (http://hcidapp.lacity.org/mpphotos/080010/Photo/Website/080010.jpg),229,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080010&LutSiteCD=1),C-114784,2/7/2022,-118.28818,33.97648,POINT (-118.28818 33.97648)
7422023047,18-125510,SAGEPOINTE (FKA DEEPWATER),Development,NEW CONSTRUCTION,"1424 N DEEPWATER AVE  Wilmington, CA 90744",15,1,WILMINGTON,56,56,SPECIAL NEEDS,Yes,12/08/2021,0,0,0,0,Development,LINC Community Development Corporation,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),290,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125510&LutSiteCD=1),,2/7/2022,-118.25761,33.79245,POINT (-118.25761 33.79245)
5055019031,06-117222,WINDWARD APTS (A/B),In-Service,REHAB,"2131 S HOOVER ST  Los Angeles, CA 90007",8,1,WEST ADAMS,20,232,FAMILY,No,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=1),,2/7/2022,-118.28424,34.03613,POINT (-118.28424 34.03613)
2745001012,19-126525,LUMINA (FKA TOPANGA APARTMENTS),Development,NEW CONSTRUCTION,"10243 N TOPANGA CANYON BLVD  Chatsworth, CA 91311",12,1,CHATSWORTH,55,55,SPECIAL NEEDS,Yes,12/16/2021,0,0,0,0,Development,"Affirmed Housing Group, Inc.","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),287,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126525&LutSiteCD=1),,2/7/2022,-118.60639,34.25674,POINT (-118.60639 34.25674)
5445006907,14-121136,TAYLOR YARD SENIOR HOUSING,In-Service,NEW CONSTRUCTION,"2590 E ARVIA ST  Los Angeles, CA 90065",1,1,ATWATER VILLAGE,108,108,SENIORS,No,12/04/2014,3728729,30181206,0,33909935,2017,"McCormack Baron Salazar, Inc.","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/14-121136/Photo/Website/Taylor%20Yard%20Senior.png),311,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121136&LutSiteCD=1),C-124943,2/7/2022,-118.231,34.09459,POINT (-118.231 34.09459)
6071011007,06-117222,WINDWARD APTS (A/B) (SITE 12),In-Service,REHAB,"732 E 108TH ST  Los Angeles, CA 90059",8,12,CENTURY PALMS/COVE,14,232,FAMILY,No,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=12),,2/7/2022,-118.26174,33.93816,POINT (-118.26174 33.93816)
4006020022,14-121640,SILVER STAR APARTMENTS/FKA WEST VILLAS,In-Service,DEMO/NEW CONSTRUCTION,"6570 S WEST BLVD  Los Angeles, CA 90043",8,1,HYDE PARK,49,49,SPECIAL NEEDS,Yes,12/01/2015,2519384,17494848,0,20014232,2017,A Community of Friends,BARKER MANAGEMENT INC.,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/14-121640/Photo/Website/P6060046.png),146,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121640&LutSiteCD=1),C-126700,2/7/2022,-118.33503,33.97915,POINT (-118.33503 33.97915)
6011003066,18-125038,MARCELLA GARDENS (68TH & MAIN ST.),Development,NEW CONSTRUCTION,"6722 S MAIN ST  Los Angeles, CA 90003",9,1,FLORENCE-FIRESTONE,60,60,SPECIAL NEEDS,Yes,11/24/2020,12000000,20614268,0,32614268,Development,Coalition for Responsible Community Development,THE JOHN STEWART COMPANY,(213) 878-2700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),243,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125038&LutSiteCD=1),C-137405,2/7/2022,-118.27375,33.97814,POINT (-118.27375 33.97814)
5015013017,70172,TWO WORLD APARTMENTS (SITE 4),In-Service,REHAB,"4807 S GRAMERCY PL  Los Angeles, CA 90062",8,4,WEST VERNON,0,96,SENIORS,No,02/11/2008,3225000,17094146,0,20319146,2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site4/Two%20Worlds%20%204807%20Gramercy%20Pl.%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=4),C-113107,2/7/2022,-118.31397,33.9997,POINT (-118.31397 33.9997)
6051010029,60059,IMANI FE EAST & WEST (SITE 2),In-Service,NEW CONSTRUCTION,"10345 S CENTRAL AVE 1-43  Los Angeles, CA 90002",8,2,GREEN MEADOWS,43,92,FAMILY,No,02/24/2007,6001178,31661768,0,37662946,2010,Grant Housing & Econ Dev Corp,AEGON ASSET MANAGEMENT,N/A,click here (http://hcidapp.lacity.org/mpphotos/060059/Photo/Website%20Site2/imani%20fe%20West.png),242,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060059&LutSiteCD=2),C-111300,2/7/2022,-118.25448,33.94227,POINT (-118.25448 33.94227)
5080024023,40006,HARVARD HEIGHTS,In-Service,NEW CONSTRUCTION,"960 S HARVARD BLVD  Los Angeles, CA 90006",10,1,KOREATOWN,47,47,LARGE FAMILY / WAIVER REQUIRED,No,11/05/2004,3405164,8458700,0,11863864,2007,"AMERICAN COMMUNITIES, LLC",THE JOHN STEWART COMPANY,(213) 388-2722 x1149,click here (http://hcidapp.lacity.org/mpphotos/040006/Photo/Website/CD%2010%20-%20Harvard%20Heights.png),75,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040006&LutSiteCD=1),C-107604,2/7/2022,-118.30403,34.05364,POINT (-118.30403 34.05364)
4365007903,19-126546,VA BUILDING 207,Development,REHAB,"11301 WILSHIRE BLVD  #207  Los Angeles, CA 90025",11,1,NULL,60,60,SENIORS,Yes,11/13/2020,8260000,25361269,0,33621269,Development,"Thomas Safran & Associates Development, Inc.","THOMAS SAFRAN & ASSOCIATES, INC.",(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),332,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126546&LutSiteCD=1),C-137331,2/7/2022,-118.459221,34.050784,POINT (-118.459221 34.050784)
6040026034,05-117193,LEEWARD APTS.,In-Service,REHAB,"230 W 88TH PL 1-12  Los Angeles, CA 90003",8,1,VERMONT VISTA,257,257,FAMILY,No,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=1),,2/7/2022,-118.27724,33.95635,POINT (-118.27724 33.95635)
5442002908,12-118780,RIO VISTA APARTMENTS,In-Service,NEW CONSTRUCTION,"1515 N SAN FERNANDO ROAD 1-87  San Fernando, CA 90031",1,1,ATWATER VILLAGE,87,87,FAMILY,No,02/04/2013,6022354,23669584,0,29691938,2014,"McCormack Baron Salazar, Inc.","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/12-118780/Photo/Website/DSCF7272.png),277,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118780&LutSiteCD=1),"C-121733,C-121734",2/7/2022,-118.23377,34.09729,POINT (-118.23377 34.09729)
5160010029,20285,COURT STREET APTS.,In-Service,NEW CONSTRUCTION,"1301 W COURT ST  Los Angeles, CA 90026",1,1,TEMPLE-BEAUDRY,24,24,FAMILY,No,10/29/2003,2143000,4691845,0,6834845,2006,"COURT STREET APARTMENTS, L.P.",COMMUNITY HOUSING MANAGEMENT SERVICES,N/A,click here (http://hcidapp.lacity.org/mpphotos/020285/Photo/Website/CD%201%20-%20Court%20Street%20Apts..JPG),40,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020285&LutSiteCD=1),C-105817,2/7/2022,-118.25675,34.0642,POINT (-118.25675 34.0642)
5005020011,11-118571,LA PRO II (SITE 4),In-Service,N/A,"5311 S RUTHELEN ST  Los Angeles, CA 90062",8,4,WEST VERNON,0,123,N/A,No,03/21/2012,2000000,31674331,0,33674331,2013,LA Pro II Preservation Limited Partnership,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6671,click here (http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website%20Site4/la%20pro%20ii%2011-118571b.JPG),208,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118571&LutSiteCD=4),C-120242,2/7/2022,-118.31272,33.99384,POINT (-118.31272 33.99384)
2644025006,60069,VILLAS LAS AMERICAS,In-Service,NEW CONSTRUCTION,"9618 N VAN NUYS BLVD 1-55  Panorama City, CA 91402",6,1,PANORAMA CITY,55,55,FAMILY,No,02/09/2007,4657000,14709148,0,19366148,2008,"W.O.R.K.S.,",JOHN STEWART COMPANY,N/A,click here (http://hcidapp.lacity.org/mpphotos/060069/Photo/Website/CD%207%20-%20Villas%20Las%20Americas%20-%20060069.jpg),134,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060069&LutSiteCD=1),C-111294,2/7/2022,-118.45003,34.245,POINT (-118.45003 34.245)
5142014047,16-123081,CRESCENT VILLAGES (RECAP) (SITE 3),Development,ACQUISITION + REHAB,"731 S BEACON AVE  Los Angeles, CA 90017",1,3,WESTLAKE,0,144,FAMILY,No,12/01/2016,535608,15855122,10144000,26534730,Development,"Valued Housing II, LLC",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123081&LutSiteCD=3),C-86439,2/7/2022,-118.27403,34.05378,POINT (-118.27403 34.05378)
2654032001,50008,COLUMBUS PERMANENT,In-Service,REHAB,"8906 N COLUMBUS AVE 1-6  North Hills, CA 91343",7,1,NORTH HILLS,6,6,SPECIAL NEEDS,Yes,08/08/2006,557200,466000,250000,1273200,2007,"PENNY LANE CENTERS,","ABBEY ROAD, INC.",(818) 892-3423,click here (http://hcidapp.lacity.org/mpphotos/050008/Photo/Website/CD%207%20-%20Columbus%20Permanent%20-%20050008.jpg),7,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050008&LutSiteCD=1),C-110158,2/7/2022,-118.46492,34.232,POINT (-118.46492 34.232)
2137020037,13-119323,WINNETKA SENIOR APARTMENTS,In-Service,NEW CONSTRUCTION,"20750 W SHERMAN WAY  Winnetka, CA 91306",3,1,CANOGA PARK,95,95,SENIORS,Yes,06/26/2014,4400000,8461013,5500000,18361013,2016,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/13-119323/Photo/Website/HIMS%20Photo.png),191,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119323&LutSiteCD=1),C-124131,2/7/2022,-118.5852,34.20086,POINT (-118.5852 34.20086)
7417005912,16-123037,CAMINO DEL MAR,In-Service,NEW CONSTRUCTION,"417 N HAWAIIAN AVE  Wilmington, CA 90744",15,1,WILMINGTON,88,88,FAMILY,No,08/31/2016,0,29640430,100,29640530,2018,Mercy Housing California,ABODE COMMUNITIES (PROP MGMT DIVISION),(213) 629-2702,click here (http://hcidapp.lacity.org/mpphotos/16-123037/Photo/Website/Lot%204.JPG),388,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123037&LutSiteCD=1),,2/7/2022,-118.27658,33.77406,POINT (-118.27658 33.77406)
5408029005,10-117999,CHINATOWN METRO APARTMENTS,In-Service,BOTH REHAB AND NEW CONSTRUCTION,"808 N NORTH SPRING ST  Los Angeles, CA 90012",1,1,CHINATOWN,123,123,SENIORS,No,09/07/2011,12600000,28500009,3810000,44910009,2012,META HOUSING CORPORATION,"WESTERN SENIORS HOUSING, INC.",(949) 748-8201,click here (http://hcidapp.lacity.org/mpphotos/10-117999/Photo/Website/Chinatown%20Metro.JPG),322,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117999&LutSiteCD=1),C-123454,2/7/2022,-118.23638,34.0622,POINT (-118.23638 34.0622)
5414013900,13-119070,BLOSSOM PLAZA,In-Service,NEW CONSTRUCTION,"900 N NORTH BROADWAY  Los Angeles, CA 90012",1,1,WHOLESALE DISTRICT,54,54,FAMILY,No,07/03/2014,6874398,22244151,0,29118549,2016,"Forest City Blossom, LLC",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/13-119070/Photo/Website/Final%20Picture.png),794,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119070&LutSiteCD=1),C-124175,2/7/2022,-118.23697,34.06469,POINT (-118.23697 34.06469)
5152007049,40008,EMERALD TERRACE APTS.,In-Service,NEW CONSTRUCTION,"1345 W EMERALD DR  Los Angeles, CA 90026",1,1,TEMPLE-BEAUDRY,85,85,LARGE FAMILY / WAIVER REQUIRED,No,05/14/2005,4287128,19724861,0,24011989,2008,"META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/040008/Photo/Website/CD%201%20-%20Emeral%20Terrace%20-%20040008.jpg),145,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040008&LutSiteCD=1),C-108097,2/7/2022,-118.26036,34.05977,POINT (-118.26036 34.05977)
